Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
AU,,,1000,35,925,189,50,750,86,1222,12,2300,16,,,0,627.3300170898438,,,0,,,0,2500,50,2300,127,22,750,22,627.3300170898438,,,0,,,0,1636.3599853515625,4,1625,19,,,0
AUO,137,,250,100,350,1028,42,250,1318,200,,,0,59,185,679,108.2699966430664,,,0,,,0,350,1,350,607,99,200,4678,108.2699966430664,,,0,,,0,249,,,0,85,170.02000427246094,505
AWF,,,3000,,,0,,,0,6000,,,0,,,0,2969.239990234375,,,0,,,0,2000,,,0,,,0,2969.239990234375,,,0,,,0,2969.239990234375,14,6200,14,,,0
AWH,,,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,24,26000,120,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0
BAC,,,1000,,,0,,,0,2785.7099609375,16,2785.7099609375,28,26,750,26,1288.9000244140625,,,0,,,0,1997,10,1900,425,36,1005.0999755859375,36,1288.9000244140625,,,0,,,0,2000,,,0,80,800,80
BAI,,,6845.89990234375,24,10000,25,,,0,13000,8,13000,8,,,0,6845.89990234375,,,0,,,0,10000,15,10000,33,,,0,6845.89990234375,,,0,,,0,6845.89990234375,,,0,,,0
BBH,750,2400,2081.070068359375,24,2200,843,4,1800,539,1866.3599853515625,10,2099,270,15,1501,345,1700,4,1700,4,,,0,1700.6500244140625,64,1785,865,85,1550,2755,1300,92,2400,172,,,0,1888.510009765625,72,2089,900,14,1208,370
BCO,,,500,1500,450,2690,190,300,1690,388.9599914550781,200,375,1840,10000,250,10000,304.3599853515625,,,0,,,0,409.94000244140625,,,0,,,0,304.3599853515625,,,0,,,0,474.989990234375,287,1180,287,,,0
BDE,,,2131.070068359375,13,1998,571,8,1901,698,1307.300048828125,30,1449,1553,77,1101,586,1550,22,1550,22,,,0,1453.0799560546875,122,1499,856,43,1270,1899,1200,46,1300,227,,,0,1601.2099609375,26,1749,602,4,1415,499
BE,,,2964.6298828125,80,3000,282,3,1800,133,2950,104,2950,104,36,2150,44,1194,,,0,,,0,2970.419921875,19,2900,1557,,,0,1194,,,0,,,0,2749.989990234375,75,2749.989990234375,406,,,0
BEA,,,118.5,25,149.99000549316406,25,886,100,1534,120.91000366210938,24,115,51,500,110,1672,84,,,0,,,0,120.81999969482422,404,138,560,393,121,2698,100,,,0,24,90,24,106.56999969482422,316,110,774,600,104.01000213623047,2335
BER,,,420,662,420,1073,50,310,354,325,300,1250,300,200,350,443,20,,,0,,,0,428.94000244140625,370,500,3970,28,300,28,117.55000305175781,,,0,,,0,400,200,390,1286,100,280,310
BFP,,,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0
BFR,,,1500,,,0,24,1500,24,1500,140,1500,140,,,0,2539.510009765625,,,0,,,0,1999.989990234375,1,1950,4,,,0,2539.510009765625,,,0,,,0,3000,1,2900,6,,,0
BGC,,,450,60,474.739990234375,110,40,450,1040,550,69,550,69,70,380,270,324.989990234375,,,0,,,0,435,720,1000,790,100,390,310,324.989990234375,,,0,,,0,688.8599853515625,30,650,430,,,0
BGO,,,1100,15,1399,377,1,1100,104,1250,10,3500,10,20,1250,20,766.97998046875,,,0,,,0,950,37,950,211,,,0,766.97998046875,,,0,,,0,1500,8,2900,21,,,0
BGS,,,88306.3984375,,,0,1,60000,1,63000,,,0,,,0,88306.3984375,,,0,,,0,60000,,,0,1,60000,1,88306.3984375,,,0,,,0,88306.3984375,,,0,1,60000,1
BHP,,,2604.77001953125,84,3000,95,21,2500,219,2626.81005859375,8,3000,8,,,0,1500,,,0,,,0,3314.89990234375,3,3500,1315,15,1865,23,1600,,,0,10,1600,10,2712.6201171875,23,3200,193,16,2400,91
BID,,,25000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,40000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0
BL,,,8000,38,8000,38,,,0,4375,2,10937.5,2,6,2800,16,3004.719970703125,,,0,,,0,6500,4,6500,4,12,5000,72,3004.719970703125,,,0,,,0,5000,,,0,20,4001,20
BLE,,,1990,12,1990,19,,,0,900,27,1700,43,10,900.010009765625,17,1821.280029296875,,,0,,,0,900,10,1899.989990234375,35,5,900,5,1821.280029296875,,,0,,,0,700,2,1100,8,20,500,20
BMF,,,21000,3,20000,4,4,18500,8,25000,,,0,4,10000,4,11077.5703125,,,0,,,0,26012.7890625,,,0,2,22000,6,11077.5703125,,,0,,,0,15000,,,0,,,0
BND,,,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,400,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,40,600,200,,,0
BOR,,,350,32,349,409,10,280,22,279,150,349,545,10,275.0199890136719,410,117.55000305175781,,,0,,,0,495,188,500,711,50,385,910,75,729,10000,1185,50,130,250,250,12,344,12,100,150,200
BOS,,,6000,8,6500,8,,,0,5500,24,3999,28,,,0,1914.6800537109375,,,0,,,0,3750,2,4800,143,120,1500,120,1914.6800537109375,,,0,,,0,1914.6800537109375,,,0,,,0
BPT,,,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,3000,,,0,5,3500,8,2656.85009765625,,,0,,,0,3000,,,0,3,3000,3
BR1,,,500000,,,0,,,0,470000,,,0,1,470000,1,255340.484375,,,0,,,0,625000,1,650000,1,1,375000,1,255340.484375,,,0,,,0,450000,,,0,,,0
BR2,,,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,1,857857.75,3,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0
BRM,,,135,358,135,1471,60,110,155,150,,,0,64,150,743,51.43000030517578,198,100,744,,,0,100,347,125,693,400,90,1431,40,177,100,561,400,40,400,120,150,120,986,80,90,280
BRO,,,2200,6,1495,19,50,1000,75,1200,,,0,19,1200,19,836.489990234375,,,0,,,0,1950,6,4500,77,6,1800,506,836.489990234375,,,0,,,0,1800,5,1800,67,,,0
BRP,,,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0
BRS,,,250000,,,0,1,200000,1,190000,,,0,,,0,127983.546875,,,0,,,0,167000,,,0,,,0,127983.546875,,,0,,,0,100000,,,0,,,0
BSC,,,28500,,,0,,,0,14624.330078125,,,0,5,15000,5,14624.330078125,,,0,,,0,19000,,,0,4,16000,4,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0
BSE,475,1550,1462.72998046875,19,1449,2049,88,1326,5815,1487.93994140625,33,1549.989990234375,135,4,1369,405,1500,,,0,2,1200,36,1393.31005859375,152,1448,5878,58,1400.0999755859375,2182,1100,9,1100,194,2,1040,22,1443.5899658203125,100,1448,3651,18,1415,800
BTA,500,1600,1228.0999755859375,2,1150,173,1,1000,551,1169.760009765625,16,1220,259,3,901.010009765625,195,500,,,0,,,0,958.280029296875,13,995,829,80,950,541,890,18,890,223,,,0,960.8699951171875,11,990,355,1,850,156
BTS,,,430,,,0,100,500,330,492.3500061035156,266,500,1846,100,310,100,100.3499984741211,,,0,,,0,498.4100036621094,74,550,2823,1000,400,1010,100.3499984741211,,,0,,,0,400,100,1500,100,50,400,50
BWH,,,5000,,,0,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0,5000,8,4950,8,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0
BWS,,,19000,21,19000,21,4,16000,19,30000,,,0,1,20000,6,8697.1298828125,,,0,,,0,33000,,,0,2,21000,22,8697.1298828125,,,0,,,0,20000,,,0,3,20000,3
C,225,,384.8800048828125,726,395,6793,462,350.010009765625,1812,383.4700012207031,500,399.989990234375,16571,500,366.010009765625,4801,350,36,350,36,,,0,387.8599853515625,605,411,6395,100,386.010009765625,7117,300,92,500,122,,,0,343.92999267578125,222,338,4597,41,335.010009765625,4923
CA,,,600,2,600,2,100,50,100,369.20001220703125,36,395,186,99,240,134,1008.4000244140625,,,0,,,0,399.989990234375,4,350,61,3,125,78,1008.4000244140625,,,0,,,0,600,,,0,5,50,5
CAF,,,601,109,1099.989990234375,124,34,601,154,598.4400024414062,52,595,1188,25,580.1099853515625,417,780,,,0,,,0,745.030029296875,20,700,1908,30,605,1133,782.97998046875,,,0,4,800,4,688.5700073242188,120,725,6491,18,660,293
CAP,,,127.36000061035156,744,130,1033,,,0,150,10,250,10,500,150,500,143.9499969482422,,,0,,,0,100,145,130,178,229,100,229,143.9499969482422,,,0,,,0,195,15,195,295,,,0
CBL,87000,,88000,7,110000,20,2,87002,119,87001,2,90000,11,1,87001,101,43824.359375,,,0,,,0,96950,5,99000,8,20,87000.0078125,120,43824.359375,,,0,,,0,87000,5,98500,8,100,87000,100
CBM,60000,,60001,2,70000,4,5,60001,105,60000,1,65000,7,100,60000,100,29642.349609375,,,0,,,0,60000,84,100000,84,40,60000.01171875,140,29642.349609375,,,0,,,0,60000,2,65000,4,100,60000,100
CBS,,,40001,10,42000,27,5,40001,105,40000,6,46000,9,100,40000,100,17970.41015625,,,0,,,0,40000,93,65000,93,60,40000.01171875,160,17970.41015625,,,0,,,0,40000,1,41000,3,100,40000,100
CC,,,332495.9375,,,0,100,300000,100,332495.9375,,,0,100,300000,100,332495.9375,,,0,,,0,300000,,,0,100,300000,100,332495.9375,,,0,,,0,332495.9375,,,0,100,300000,100
CCD,55000,,55000,,,0,100,55000,100,55000,1,59999.98828125,11,10,55001,110,27535.919921875,,,0,,,0,55000,,,0,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100
CD,,,7000,,,0,,,0,12000,,,0,,,0,7735.06005859375,,,0,,,0,1000,1,4000,1,,,0,7735.06005859375,,,0,,,0,7735.06005859375,,,0,,,0
CF,,,2750,,,0,179,3000,179,3000,4,3000,4,,,0,3377.47998046875,,,0,,,0,3600,12,3000,23,,,0,3377.47998046875,,,0,,,0,2000,3,4097,30,23,2000,23
CHA,,,21056.5703125,,,0,,,0,12000,,,0,,,0,21056.5703125,,,0,,,0,30000,,,0,,,0,21056.5703125,,,0,,,0,12500,,,0,,,0
CL,,,2655.590087890625,15,3000,40,81,2500,136,2750.72998046875,10,3200,147,6,2600,271,2212.429931640625,,,0,,,0,2600.419921875,20,2600,289,20,2501,405,1650,100,1650,100,25,1300,25,2815.360107421875,5,2800,69,8,1700,30
CLI,51,,200,655,240,1293,60,101,924,75,1,99,977,17,60,1436,51.43000030517578,,,0,,,0,134.8000030517578,452,148.99000549316406,1819,303,121,852,150,,,0,143,150,143,56.83000183105469,18,95.9800033569336,1509,30,52,130
COF,,,474.19000244140625,23,475,11969,100,400,1632,458.5899963378906,450,470,16450,1,436,1910,395,,,0,,,0,396.8800048828125,153,387,25550,30,382.6000061035156,540,499,4264,499,4264,33,400,113,315.57000732421875,2910,384,24602,100,355,4186
COM,,,175000,,,0,10,100000,10,300000,,,0,10,100000,10,37644.23046875,,,0,,,0,120000,,,0,10,100000,13,37644.23046875,,,0,,,0,37644.23046875,,,0,,,0
COT,,,1740,10,1740,301,50,1501,102,2099.949951171875,1,2099.949951171875,123,17,1511,490,1698.0400390625,10,1500,10,,,0,2239.449951171875,34,2200,53,3,1800,46,2000,12,2500,12,,,0,1200,17,1599,132,100,1201,489
CQL,,,1000000,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0
CQM,,,1000000,,,0,,,0,700000,,,0,,,0,486497.15625,,,0,,,0,750000,,,0,,,0,486497.15625,,,0,,,0,860000,,,0,,,0
CQS,,,780000,1,780000,1,,,0,780000,,,0,,,0,381973.59375,,,0,,,0,675000,1,675000,2,,,0,381973.59375,,,0,,,0,780000,,,0,,,0
CQT,,,170000,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,48000,,,0,,,0
CRU,150000,,140199.15625,,,0,100,150000,100,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100
CST,,,2942.81005859375,,,0,,,0,480,,,0,,,0,2942.81005859375,,,0,,,0,50,,,0,1,50,1,2942.81005859375,,,0,,,0,2942.81005859375,10,2442,19,,,0
CTF,,,16000,,,0,15,11000,15,24000,,,0,12,20000,12,10124.5595703125,,,0,,,0,20000,123,20000,123,6,17000,6,10124.5595703125,,,0,,,0,44000,5,49069,20,,,0
CU,,,1200,5,1300,325,100,1101,221,1800,38,1800,38,50,1300,87,560.739990234375,,,0,,,0,1492.8299560546875,260,1600,349,50,1225,145,560.739990234375,,,0,,,0,900,150,2300,150,40,900,50
CUO,63,,240,256,240,2982,440,187,640,450,280,450,1270,50,281.010009765625,329,63.29999923706055,,,0,,,0,415.510009765625,109,395,867,50,325,737,63.29999923706055,1,63.29999923706055,768,,,0,250,26,330,150,200,115.01000213623047,640
DA,,,30000,13,39500,13,,,0,39000,2,40000,3,,,0,26241.5703125,,,0,,,0,44000,16,39500,37,,,0,26241.5703125,,,0,,,0,26241.5703125,1,60000,1,,,0
DCH,,,9000,,,0,,,0,8802.490234375,37,13000,37,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,3,10000,3,,,0
DCL,,,2400,,,0,10,2400,10,3472.8798828125,10,3399.989990234375,12,,,0,3538.300048828125,,,0,,,0,2500,,,0,,,0,3538.300048828125,,,0,,,0,4000,,,0,,,0
DCM,,,2700,,,0,100,1800,100,1400,,,0,10,1500,44,2267.81005859375,,,0,,,0,1738.3399658203125,41,1800,41,20,1400,20,2267.81005859375,,,0,,,0,2000,,,0,,,0
DCS,,,595,,,0,80,400,80,1000,10,1000,210,20,800,362,861.1300048828125,,,0,,,0,1000,,,0,12,700,12,861.1300048828125,,,0,,,0,800,,,0,,,0
DD,,,26708.400390625,,,0,,,0,18500,5,18500,6,,,0,26708.400390625,,,0,,,0,26708.400390625,2,30000,2,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0
DDT,,,2455.219970703125,,,0,4,2000,54,2497.429931640625,15,4000,15,1,2415,527,2318.090087890625,,,0,,,0,2934.360107421875,24,2950,418,13,2550,349,2500,15,2500,15,10,1700,10,2940.760009765625,,,0,4,2580,182
DEC,,,10000,,,0,20,7001,21,9900,,,0,3,8040.7998046875,21,9479.2001953125,,,0,,,0,13500,10,20000,74,175,13500,277,9479.2001953125,,,0,,,0,15595.509765625,2,15900,2,,,0
DIS,,,4200,20,4200,40,20,3000,20,4400,,,0,,,0,5291.64013671875,,,0,,,0,4100,,,0,,,0,5291.64013671875,,,0,,,0,5000,,,0,,,0
DOU,,,200000,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0
DRF,,,999,9,1150,87,,,0,2500,35,3800,35,,,0,3025.3798828125,,,0,,,0,4997,105,3094,256,,,0,3025.3798828125,,,0,,,0,3025.3798828125,30,5000,30,,,0
DV,,,12329.669921875,,,0,,,0,12000,1,12000,8,,,0,12329.669921875,,,0,,,0,12329.669921875,1,20000,1,,,0,12329.669921875,,,0,,,0,12329.669921875,2,20000,2,,,0
DW,19,121,76.19999694824219,2474,77.5,105464,100,75,59285,88.77999877929688,492,88.77999877929688,35075,27,72,9948,68,2309,68,5195,960,46,1405,62.63999938964844,8468,66.88999938964844,26332,1440,63,223952,59.5,192,59.5,8126,500,41,1001,59.720001220703125,500,69.9000015258789,12610,130,55.04999923706055,75871
EDC,16000,,16000,20,16500,680,100,16000,100,16000,1,16300,9,100,16000,100,8219.7802734375,,,0,,,0,16000,15,18000,15,100,16000,100,8219.7802734375,,,0,,,0,16000,1,17000,11,100,16000,100
EES,,,48741.9609375,2,90000,12,,,0,100000,1,100000,2,,,0,48741.9609375,,,0,,,0,65000,10,65000,23,,,0,48741.9609375,,,0,,,0,48741.9609375,4,80000,4,,,0
ENG,,,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0,500000,1,500000,1,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0
EPO,,,150,2200,150,11100,3000,96,8550,140,61,139.99000549316406,13966,2000,112.0199966430664,10691,82.68000030517578,,,0,,,0,141.92999267578125,12500,140,25673,5000,130,36392,82.68000030517578,,,0,,,0,147,450,147,6788,600,111.01000213623047,3608
ES,,,4495,30,4490,104,50,3533.530029296875,100,5000,10,5000,20,10,4200,174,1888.1600341796875,,,0,,,0,4900,10,5000,120,17,3777.739990234375,297,1888.1600341796875,,,0,,,0,4700,55,4700,123,30,4444.43994140625,86
ETC,,,15000,7,14000,24,80,5000,80,12000,18,12000,22,,,0,10329.26953125,,,0,,,0,15000,,,0,,,0,10329.26953125,,,0,,,0,11900,,,0,,,0
EXO,,,221.41000366210938,358,248,576,5,161.11000061035156,735,193.47000122070312,50,165,891,500,155,2863,170,55,170,241,500,80,500,356.510009765625,11,239,1083,2980,165,6976,300,,,0,,,0,224.6300048828125,384,199,885,5,151.00999450683594,2312
F,,,2927.5,4,4000,49,50,2277.219970703125,125,3000,25,3000,95,50,1000,559,222.22000122070312,,,0,,,0,4200,42,5000,96,3,3000,3,222.22000122070312,,,0,,,0,3300,,,0,10,3133.1298828125,30
FAL,,,1500,30,1500,30,80,700,80,600,52,3000,52,,,0,1027.9599609375,,,0,,,0,1300,18,1299,154,28,650,58,1027.9599609375,,,0,,,0,1000,,,0,,,0
FAN,,,1200,,,0,,,0,1000,65,1000,276,,,0,987.25,,,0,,,0,999,42,1500,42,,,0,987.25,,,0,,,0,1200,,,0,,,0
FC,,,2500,8,2900,13,67,2500,106,3500,2,3500,23,,,0,2253.139892578125,,,0,,,0,2900,7,2900,7,,,0,2253.139892578125,,,0,,,0,2000,2,2500,2,,,0
FE,,,549.5,48,570,370,98,500,1604,533.6300048828125,284,499.989990234375,1189,30,369,953,404.010009765625,,,0,500,40.40999984741211,500,398.3999938964844,100,406.989990234375,1633,63,370.010009765625,243,400,2,400,2,,,0,404.2200012207031,10,395,1300,5,376.5,1441
FEO,32,,130.86000061035156,40,138.97000122070312,1740,3,120,1488,67.56999969482422,46,90,46,143,60.0099983215332,1573,50,,,0,,,0,39.72999954223633,18,40,5266,852,35.11000061035156,25758,40,120,100,120,1000,32,1000,88.19999694824219,123,90,2789,28,70.5,328
FET,,,1800,99,1800,175,100,1000,100,2000,,,0,,,0,1614.260009765625,,,0,,,0,2000,4,1999,238,,,0,1614.260009765625,,,0,,,0,2500,,,0,,,0
FF,,,12.010000228881836,23335,12,100592,500,11.199999809265137,14943,11.710000038146973,4000,23.969999313354492,124100,10000,11.0600004196167,176277,16,10609,16,24294,65,15.100000381469727,465,12.890000343322754,19512,12.949999809265137,207395,2000,12.5,61665,12,1000,12,17982,600,10,5700,11.479999542236328,3959,11.899999618530273,100763,400,10.210000038146973,65555
FFC,,,325000,1,310000,2,100,150000,100,250000,1,300000,1,100,150000,100,144805.65625,,,0,,,0,325000,1,299995,2,100,150000,100,144805.65625,,,0,,,0,150000,,,0,100,150000,100
FIM,,,1464.6400146484375,28,1850,283,100,1000,116,1395.199951171875,17,1750,269,40,1200,767,909.9500122070312,,,0,,,0,2347.93994140625,26,2850,705,12,1560.02001953125,3303,850,,,0,,,0,1673.9100341796875,274,2000,274,330,1206.010009765625,2781
FIR,,,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,1,925000,3,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0
FLO,,,15000,,,0,,,0,8000,,,0,,,0,10184.8095703125,,,0,,,0,20000,12,20000,12,,,0,10184.8095703125,,,0,,,0,10184.8095703125,1,20000,1,,,0
FLP,,,500,6,1249,10,70,500,70,375,36,450,48,6,375,6,312.0899963378906,,,0,,,0,389.4800109863281,8,389.4800109863281,86,,,0,312.0899963378906,,,0,,,0,400,18,400,18,,,0
FLX,,,157.22999572753906,90,165,2464,16,120.01000213623047,2139,139.6699981689453,15,150,3695,4,111.01000213623047,4158,95,,,0,,,0,136.67999267578125,100,135,4687,50,116,8184,80,289,150,289,,,0,195.77000427246094,885,196,6710,100,96.04000091552734,1575
FOD,,,250,176,250,938,100,165,682,160,10,160,42,76,91,304,170.30999755859375,,,0,,,0,175,,,0,,,0,170.30999755859375,,,0,,,0,249.99000549316406,454,249,534,,,0
