Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
AU,,,1000,23,1000,154,50,750,86,1222,4,3000,4,,,0,627.3300170898438,,,0,,,0,2329.969970703125,25,2400,77,,,0,627.3300170898438,,,0,,,0,1636.3599853515625,5,1650,15,,,0
AUO,137,,290.010009765625,,,0,200,250,1476,423.95001220703125,,,0,200,202,999,108.2699966430664,,,0,,,0,172.86000061035156,475,350,1081,2479,160,3579,108.2699966430664,,,0,,,0,250,3,249,3,85,170.02000427246094,505
AWF,,,3000,,,0,,,0,6000,,,0,,,0,2969.239990234375,,,0,,,0,2000,,,0,2,2000,2,2969.239990234375,,,0,,,0,2969.239990234375,14,6200,14,,,0
AWH,,,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,24,26000,120,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0
BAC,,,1000,,,0,,,0,3000,2,2785.719970703125,22,26,750,26,1288.9000244140625,,,0,,,0,1997,10,1990,415,10,1000,10,1288.9000244140625,,,0,,,0,2000,4,2000,4,80,800,80
BAI,,,6845.89990234375,1,12000,1,,,0,13000,8,13000,8,,,0,6845.89990234375,,,0,,,0,10000,15,10000,53,,,0,6845.89990234375,,,0,,,0,6845.89990234375,,,0,,,0
BBH,750,2400,1714.25,61,1725,1119,1,1590.010009765625,255,1875,1,1875,545,4,1301,330,1700,4,1700,4,,,0,1985.969970703125,19,1985.969970703125,409,50,1650,2512,1200,3,1200,288,,,0,2097,20,2096.989990234375,840,10,1800.010009765625,607
BCO,,,500,20,475,1170,190,300,1690,380,90,1119.260009765625,1620,30,380,10030,304.3599853515625,,,0,,,0,428.95001220703125,350,435,350,400,350,400,304.3599853515625,,,0,,,0,474.989990234375,,,0,,,0
BDE,,,1859,20,1858.989990234375,521,10,1690.010009765625,672,1444.43994140625,25,1444.43994140625,1524,8,1201,601,1550,22,1550,22,,,0,1449.8900146484375,4,1445,1245,2,1265.010009765625,1821,1200,5,1200,327,,,0,1597,36,1597,625,10,1351.010009765625,643
BE,,,3188.669921875,3,3275,205,3,1800,133,2950,104,2950,104,4,2100,8,1194,,,0,,,0,2600,8,3700,1650,,,0,1194,,,0,,,0,2749.989990234375,75,2749.989990234375,260,,,0
BEA,,,120,104,155,366,369,120,1127,90,2,119.94999694824219,115,300,90,855,84,,,0,,,0,138,110,138,116,437,120.25,2142,100,100,100,100,24,90,24,111,21,129.97999572753906,559,40,111.01000213623047,1703
BER,,,420,882,420,1293,100,300,304,325,300,1250,300,99,325,243,20,,,0,,,0,400,1505,400,6105,100,200,100,117.55000305175781,,,0,,,0,400,516,400,1602,100,280,310
BFP,,,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0
BFR,,,1500,,,0,24,1500,24,1500,132,1500,132,,,0,2539.510009765625,,,0,,,0,1999.989990234375,1,1950,4,,,0,2539.510009765625,,,0,,,0,3000,1,2900,6,,,0
BGC,,,450,30,480,140,170,450,1170,380,99,550,99,70,380,270,324.989990234375,,,0,,,0,435,720,1000,790,100,390,310,324.989990234375,,,0,,,0,688.8599853515625,90,666.6599731445312,430,,,0
BGO,,,1100,20,1800,342,11,1100,114,1250,10,3500,10,20,1250,20,766.97998046875,,,0,,,0,1000,20,950,309,,,0,766.97998046875,,,0,,,0,1500,3,3588.530029296875,13,,,0
BGS,,,88306.3984375,,,0,1,60000,1,63000,,,0,,,0,88306.3984375,,,0,,,0,60000,,,0,1,60000,1,88306.3984375,,,0,,,0,88306.3984375,,,0,1,60000,1
BHP,,,2200,27,2750,167,2,2200,142,3000,7,2999,15,2,2102,22,1500,,,0,,,0,2351.669921875,50,3550,1383,3,1950,26,1600,,,0,10,1600,10,3000,25,4500,145,32,3000,148
BID,,,25000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,40000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0
BL,,,8000,20,12000,20,,,0,4375,2,10937.5,2,6,2800,16,3004.719970703125,,,0,,,0,6500,,,0,12,5000,72,3004.719970703125,,,0,,,0,5000,,,0,20,4001,20
BLE,,,1990,12,1990,19,,,0,900,27,1700,43,10,900.010009765625,17,1821.280029296875,,,0,,,0,1100,34,1500,59,4,900,4,1821.280029296875,,,0,,,0,700,2,1100,8,20,500,20
BMF,,,20000,2,21000,7,3,17000,4,25000,,,0,4,10000,4,11077.5703125,,,0,,,0,26012.7890625,,,0,2,22000,6,11077.5703125,,,0,,,0,15000,,,0,,,0
BND,,,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,400,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,40,600,200,,,0
BOR,,,350,190,350,204,10,280,122,350,103,350,395,20,290,495,117.55000305175781,,,0,,,0,495,32,495,743,50,365,710,75,729,10000,1185,50,130,250,250,12,344,12,100,150,200
BOS,,,6000,,,0,,,0,5500,4,4750,24,,,0,1914.6800537109375,,,0,,,0,3750,2,4800,151,120,1500,120,1914.6800537109375,,,0,,,0,1914.6800537109375,,,0,,,0
BPT,,,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,3000,,,0,5,3500,8,2656.85009765625,,,0,,,0,3000,,,0,3,3000,3
BR1,,,500000,,,0,,,0,470000,,,0,1,470000,1,255340.484375,,,0,,,0,625000,1,650000,1,1,375000,1,255340.484375,,,0,,,0,450000,,,0,,,0
BR2,,,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,1,857857.75,3,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0
BRM,,,86,509,135,1622,35,86,35,150,,,0,64,150,743,51.43000030517578,200,110,546,,,0,173.6699981689453,29,179,259,100,110,904,40,177,100,378,400,40,400,100,150,100,1186,80,90,280
BRO,,,2200,4,2200,4,50,1000,75,1200,,,0,19,1200,19,836.489990234375,,,0,,,0,1950,71,8871.83984375,71,500,1500,500,836.489990234375,,,0,,,0,1800,5,1800,67,,,0
BRP,,,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0
BRS,,,250000,,,0,1,200000,1,190000,,,0,,,0,127983.546875,,,0,,,0,167000,,,0,1,300000,1,127983.546875,,,0,,,0,100000,,,0,,,0
BSC,,,28500,,,0,,,0,14624.330078125,,,0,5,15000,5,14624.330078125,,,0,,,0,19000,18,19000,18,4,16000,10,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0
BSE,475,1550,1446.8699951171875,46,1448,2935,4,1400,5787,1444.43994140625,28,1444.43994140625,299,16,1203,381,1500,,,0,2,1200,32,1489.949951171875,4,1489.949951171875,5691,10,1302.010009765625,2637,1025.239990234375,20,1050,270,20,500,20,1449.97998046875,522,1449.97998046875,4826,68,1311,928
BTA,500,1600,1250,131,1250,235,1,1000,524,1220,6,1220,299,1,980,197,500,,,0,,,0,960,21,970,775,21,800.010009765625,426,890,18,890,225,,,0,999.97998046875,12,999.97998046875,330,8,812,174
BTS,,,430,,,0,100,500,330,475,12,475,1946,100,310,100,100.3499984741211,,,0,,,0,450,505,450,3823,1000,400,1010,100.3499984741211,,,0,,,0,400,100,1500,100,50,400,50
BWH,,,5000,,,0,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0,5000,8,4950,8,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0
BWS,,,20000,5,20000,14,5,11000,15,30000,,,0,1,20000,8,8697.1298828125,,,0,,,0,33000,,,0,10,20000,20,8697.1298828125,,,0,,,0,20000,,,0,4,20000,4
C,225,,390.5,106,399.989990234375,5267,9,390.5,2145,397.9700012207031,133,398,14312,200,371.010009765625,4029,350,36,350,36,,,0,418.989990234375,192,417,6078,200,402.010009765625,5094,350,92,500,122,,,0,333.0199890136719,222,339.989990234375,5341,141,333.0299987792969,4811
CA,,,600,2,600,2,100,50,100,240.00999450683594,5,392.989990234375,215,100,240,135,1008.4000244140625,,,0,,,0,399.989990234375,7,390,56,3,125,53,1008.4000244140625,,,0,,,0,595.8099975585938,,,0,5,50,5
CAF,,,660,12,675,266,30,550,150,588.8800048828125,41,588.8800048828125,996,3,503,339,780,,,0,10,780,10,745,30,680,1716,50,603.02001953125,990,782.97998046875,,,0,4,800,4,829.989990234375,175,829.989990234375,6226,10,701,560
CAP,,,126.45999908447266,15,120,1533,,,0,150,,,0,,,0,143.9499969482422,,,0,,,0,108,145,130,178,240,100,240,143.9499969482422,,,0,,,0,195,15,195,295,,,0
CBL,87000,,88000,7,110000,20,2,87002,119,87001,1,90999,10,1,87001,101,43824.359375,,,0,,,0,88000,2,88000,12,100,87000,100,43824.359375,,,0,,,0,87000,5,98500,8,100,87000,100
CBM,60000,,70000,2,70000,20,10,60001,110,60000,2,65000,8,100,60000,100,29642.349609375,,,0,,,0,60000,84,100000,84,100,60000,100,29642.349609375,,,0,,,0,60000,2,65000,4,100,60000,100
CBS,,,40001,10,42000,27,9,40001,109,40000,6,46000,15,100,40000,100,17970.41015625,,,0,,,0,40000,93,65000,93,100,40000,100,17970.41015625,,,0,,,0,40000,1,41000,3,100,40000,100
CC,,,332495.9375,,,0,100,300000,100,332495.9375,,,0,100,300000,100,332495.9375,,,0,,,0,300000,,,0,100,300000,100,332495.9375,,,0,,,0,332495.9375,,,0,100,300000,100
CCD,55000,,55000,,,0,100,55000,100,55000,1,59999.98828125,12,10,55001,110,27535.919921875,,,0,,,0,55000,,,0,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100
CD,,,7000,,,0,,,0,12000,,,0,,,0,7735.06005859375,,,0,,,0,1000,1,4000,1,,,0,7735.06005859375,,,0,,,0,7735.06005859375,,,0,,,0
CF,,,2750,,,0,179,3000,179,3000,4,3000,4,,,0,3377.47998046875,,,0,,,0,2949,75,2949,134,,,0,3377.47998046875,,,0,,,0,2000,3,4097,30,23,2000,23
CHA,,,21056.5703125,,,0,,,0,12000,,,0,,,0,21056.5703125,,,0,,,0,30000,,,0,,,0,21056.5703125,,,0,,,0,12500,,,0,,,0
CL,,,2000,,,0,100,2000,135,2022.010009765625,14,3792.43994140625,181,81,2019.280029296875,166,2212.429931640625,,,0,,,0,2975.969970703125,9,3000,9,23,2300,328,1650,100,1650,100,25,1300,25,1600,15,2800,143,30,1600,30
CLI,51,,81,711,250,738,200,100,698,75,13,75,990,56,52,1219,51.43000030517578,,,0,,,0,148,37,147.8800048828125,2413,250,100,1002,150,,,0,143,150,143,68.01000213623047,326,95.98999786376953,1491,300,68.01000213623047,581
COF,,,479,139,479,10436,60,425,1489,450,151,450,17043,478,391.0199890136719,1867,395,,,0,,,0,360,658,409.45001220703125,24956,3,360,163,499,4264,499,4264,33,400,113,374.989990234375,13,375,29996,500,334,2554
COM,,,175000,,,0,10,100000,10,300000,1,300000,1,10,100000,10,37644.23046875,,,0,,,0,120000,,,0,10,100000,13,37644.23046875,,,0,,,0,37644.23046875,,,0,,,0
COT,,,1990,10,1750,291,50,1501,102,1270,11,1449.989990234375,309,50,1307,456,1698.0400390625,10,1500,10,,,0,1850,7,1850,134,6,1800,49,2000,,,0,,,0,1010,40,1720,100,57,1010,60
CQL,,,1000000,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0
CQM,,,1000000,,,0,,,0,700000,1,700000,2,,,0,486497.15625,,,0,,,0,750000,1,750000,1,,,0,486497.15625,,,0,,,0,860000,,,0,,,0
CQS,,,780000,1,780000,1,,,0,780000,,,0,,,0,381973.59375,,,0,,,0,675000,1,675000,2,,,0,381973.59375,,,0,,,0,780000,,,0,,,0
CQT,,,170000,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,48000,,,0,,,0
CRU,150000,,140199.15625,,,0,100,150000,100,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100
CST,,,2942.81005859375,,,0,,,0,480,,,0,,,0,2942.81005859375,,,0,,,0,50,,,0,,,0,2942.81005859375,,,0,,,0,2942.81005859375,10,2442,19,,,0
CTF,,,16000,,,0,15,11000,15,24000,,,0,12,20000,12,10124.5595703125,,,0,,,0,20000,123,20000,123,,,0,10124.5595703125,,,0,,,0,44000,5,49069,20,,,0
CU,,,1400,32,1400,84,50,1100,121,1800,60,1800,60,25,990,75,560.739990234375,,,0,,,0,1400,107,1500,201,50,1250,175,560.739990234375,,,0,,,0,900,150,2300,150,40,900,50
CUO,63,,239,1062,239,3700,20,188,1660,747.3699951171875,300,450,1290,200,220.60000610351562,529,63.29999923706055,,,0,,,0,620.280029296875,124,600,582,50,325,828,63.29999923706055,1,63.29999923706055,768,,,0,250,26,330,850,200,115.01000213623047,640
DA,,,30000,,,0,,,0,39000,2,40000,3,,,0,26241.5703125,,,0,,,0,44000,16,39500,50,,,0,26241.5703125,,,0,,,0,26241.5703125,1,60000,1,,,0
DCH,,,9000,,,0,,,0,8802.490234375,37,13000,37,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,3,10000,3,,,0
DCL,,,2400,,,0,10,2400,10,3472.8798828125,2,3400,12,,,0,3538.300048828125,,,0,,,0,2500,,,0,,,0,3538.300048828125,,,0,,,0,4000,,,0,,,0
DCM,,,2700,,,0,100,1800,100,1500,,,0,36,1400,36,2267.81005859375,,,0,,,0,2500,81,1800,81,12,900,12,2267.81005859375,,,0,,,0,2000,,,0,,,0
DCS,,,595,,,0,80,400,80,1000,20,1000,220,80,420,342,861.1300048828125,,,0,,,0,1000,,,0,12,700,12,861.1300048828125,,,0,,,0,800,,,0,,,0
DD,,,26708.400390625,,,0,,,0,18500,5,18500,6,,,0,26708.400390625,,,0,,,0,26708.400390625,2,30000,2,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0
DDT,,,2830.8798828125,,,0,22,2222.219970703125,76,2720.659912109375,11,2750,32,100,1900,484,2318.090087890625,,,0,,,0,2650,31,2650,679,24,2401,240,2250,39,2500,81,,,0,3000,26,3000,26,50,2450,163
DEC,,,10000,,,0,20,7001,21,9900,,,0,18,8000,18,9479.2001953125,,,0,,,0,11000.009765625,4,21000,64,200,13500,302,9479.2001953125,,,0,,,0,15595.509765625,2,15900,2,,,0
DIS,,,4200,20,4200,40,,,0,4400,,,0,,,0,5291.64013671875,,,0,,,0,4100,,,0,,,0,5291.64013671875,,,0,,,0,5000,,,0,,,0
DOU,,,200000,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0
DRF,,,999,9,1150,87,,,0,2500,35,3800,35,,,0,3025.3798828125,,,0,,,0,4997,105,3094,256,,,0,3025.3798828125,,,0,,,0,3025.3798828125,30,5000,30,,,0
DV,,,12329.669921875,,,0,,,0,12000,1,12000,8,,,0,12329.669921875,,,0,,,0,12329.669921875,1,20000,1,,,0,12329.669921875,,,0,,,0,12329.669921875,2,20000,2,,,0
DW,19,121,79.94999694824219,996,79.94999694824219,88155,1000,70.01000213623047,60856,88.87000274658203,142,88.87000274658203,18127,87,80.26000213623047,14979,68,2309,68,5195,960,46,1405,66.66000366210938,9,66.88999938964844,26477,600,54.0099983215332,222582,49.900001525878906,1200,49.900001525878906,17767,1,40,501,65.0199966430664,200,66.44999694824219,21722,106,65.0199966430664,65756
EDC,16000,,16000.009765625,100,16900,660,99,16000.009765625,199,16000.009765625,1,16300,9,100,16000,100,8219.7802734375,,,0,,,0,16000,15,18000,15,100,16001,200,8219.7802734375,,,0,,,0,16000,1,17000,11,100,16000,100
EES,,,48741.9609375,2,90000,7,,,0,100000,1,100000,2,,,0,48741.9609375,,,0,,,0,65000,10,65000,23,,,0,48741.9609375,,,0,,,0,48741.9609375,4,80000,4,,,0
ENG,,,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0,500000,1,500000,1,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0
EPO,,,150,4700,150,4700,35,100.05000305175781,8585,111,18580,140,18580,1500,96,4791,82.68000030517578,,,0,8,120,8,159.64999389648438,6050,164,9200,2577,133.3300018310547,16079,82.68000030517578,,,0,,,0,91.72000122070312,150,147.99000549316406,6338,300,92.01000213623047,3008
ES,,,4000,10,4500,46,50,3533.530029296875,100,5000,10,5000,20,10,4000,164,1888.1600341796875,,,0,,,0,5231.580078125,20,4900,140,30,3777.72998046875,501,1888.1600341796875,,,0,,,0,5100,18,5100,76,30,4444.43994140625,86
ETC,,,15000,7,14000,24,80,5000,80,12000,18,12000,22,,,0,10329.26953125,,,0,,,0,15000,,,0,,,0,10329.26953125,,,0,,,0,11900,,,0,,,0
EXO,,,188.94000244140625,120,188.94000244140625,777,393,160,970,179.99000549316406,215,179.99000549316406,918,111,121,2494,170,55,170,241,500,80,500,236.97000122070312,310,240,518,2430,182,6476,250,36,250,207,,,0,245,60,242.4199981689453,504,50,141,2357
F,,,3500,14,4000,59,80,3000,207,5000,10,7000,10,15,2500,524,222.22000122070312,,,0,,,0,5000,3,5000,98,5,4200,8,222.22000122070312,,,0,,,0,3300,,,0,10,3133.1298828125,30
FAL,,,1400,42,1500,42,80,700,80,600,52,3000,52,,,0,1027.9599609375,,,0,,,0,1300,18,1299,167,28,650,58,1027.9599609375,,,0,,,0,1000,,,0,,,0
FAN,,,1200,5,1200,5,,,0,1000,65,1000,276,,,0,987.25,,,0,,,0,999,42,1500,42,,,0,987.25,,,0,,,0,1500,5,1200,5,,,0
FC,,,2500,8,2900,13,68,2500,107,3000,6,3500,17,,,0,2253.139892578125,,,0,,,0,2900,4,2900,4,,,0,2253.139892578125,,,0,,,0,2000,2,2500,2,,,0
FE,,,565,51,565,716,93,480,1238,550.010009765625,262,550.010009765625,786,300,550,1279,404.010009765625,,,0,500,40.40999984741211,500,410,31,410,1570,76,390.010009765625,556,400,2,400,2,,,0,549,39,499.989990234375,1025,20,300.010009765625,1304
FEO,32,,95.05000305175781,12,139,1426,84,95,1485,62,2,89.9800033569336,234,21,62,1578,50,,,0,,,0,45,16,62,3586,36,40.02000045776367,27316,40,120,100,120,1000,32,1000,91,22,91,3036,164,70.51000213623047,532
FET,,,1800,99,1800,175,100,1000,100,2000,,,0,,,0,1614.260009765625,,,0,,,0,2000,4,1999,153,,,0,1614.260009765625,,,0,,,0,2500,,,0,,,0
FF,,,11.979999542236328,2479,11.979999542236328,98046,300,11.3100004196167,9247,10.5,13497,10.850000381469727,158304,189,10.149999618530273,155372,16,10609,16,24294,400,15,400,11.989999771118164,2644,11.989999771118164,234652,2000,11.229999542236328,68845,12,1000,12,17982,600,10,5700,11,21773,11,120710,2000,10.050000190734863,59930
FFC,,,325000,1,310000,2,100,150000,100,315000,1,310000,1,1,250000,101,144805.65625,,,0,,,0,325000,1,299995,2,100,150000,100,144805.65625,,,0,,,0,150000,,,0,100,150000,100
FIM,,,2000,165,2000,170,20,1500.199951171875,292,2370,72,2499,172,100,1300,880,909.9500122070312,,,0,,,0,2400,,,0,15,1560.030029296875,3800,850,,,0,,,0,1375,404,1750,688,400,1206.010009765625,2951
FIR,,,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,1,925000,3,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0
FLO,,,15000,,,0,,,0,8000,,,0,,,0,10184.8095703125,,,0,,,0,20000,12,20000,12,,,0,10184.8095703125,,,0,,,0,10184.8095703125,1,20000,1,,,0
FLP,,,500,4,2000,4,90,500,90,375,12,500,12,6,375,12,312.0899963378906,,,0,,,0,372.6700134277344,18,450,72,,,0,312.0899963378906,,,0,,,0,400,18,400,18,,,0
FLX,,,170,80,150,1960,200,120.01000213623047,2323,88.91000366210938,1000,150,3910,80,88.9000015258789,3680,95,,,0,,,0,100,79,140,2579,40,101,7790,80,60,80,349,,,0,237,992,237,3380,100,101,1546
FOD,,,250,176,250,938,300,160,582,160,32,222,32,236,160,540,170.30999755859375,,,0,,,0,175,,,0,,,0,170.30999755859375,,,0,,,0,249.99000549316406,454,249,534,,,0
FSE,,,750000,,,0,1,500000,1,800000,,,0,,,0,427320.125,,,0,,,0,600000,,,0,5,600000,5,427320.125,,,0,,,0,745000,,,0,,,0
FUN,,,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0
