Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
AU,,,850,14,950,321,36,700,36,1222.1199951171875,2,1444,2,16,1222.219970703125,16,627.3300170898438,,,0,,,0,800,6,999,8,,,0,627.3300170898438,,,0,,,0,500,15,2588.52001953125,46,,,0
AUO,137,,160,146,250,402,100,165,875,236.08999633789062,198,315,222,59,185,679,108.2699966430664,,,0,,,0,137,20,495,821,20,190,320,108.2699966430664,,,0,,,0,250,,,0,85,170.02000427246094,505
AWF,,,3000,,,0,,,0,6000,,,0,,,0,2969.239990234375,,,0,,,0,2000,,,0,,,0,2969.239990234375,,,0,,,0,2969.239990234375,14,6200,14,,,0
AWH,,,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0
BAC,,,1000,,,0,,,0,2748.239990234375,,,0,8,3000,54,1288.9000244140625,,,0,,,0,1000,10,1998,420,30,1000,30,1288.9000244140625,,,0,,,0,800,10,2000,10,80,800,80
BAI,,,6845.89990234375,,,0,,,0,13000,8,13000,8,,,0,6845.89990234375,,,0,,,0,10000,15,10000,41,,,0,6845.89990234375,,,0,,,0,6845.89990234375,,,0,,,0
BBH,750,2400,1744.97998046875,25,1999.989990234375,294,2,1520.010009765625,297,1851.489990234375,10,1969,340,10,1616,281,1700,4,1700,4,,,0,1535.3399658203125,111,1700,299,6,1450.02001953125,3394,900,2,900,353,,,0,1824.3699951171875,1,2382,159,10,1425.02001953125,348
BCO,,,400,1904,400,1904,200,350,200,500,6,500,1536,10000,250,10000,304.3599853515625,,,0,,,0,350,1702,400,1702,400,210,560,304.3599853515625,,,0,,,0,474.989990234375,,,0,,,0
BDE,,,1863.969970703125,26,1800,630,1,1506,641,1457.81005859375,10,1669,1014,10,1450,649,1550,22,1550,22,,,0,1194.9599609375,44,1348.989990234375,1575,9,1200.010009765625,441,2350,63,2350,183,,,0,1499.18994140625,1,1647,502,2,1400,337
BE,,,3291.050048828125,5,3300,87,3,1800,133,2950,41,2950,41,24,2300,24,1194,,,0,,,0,3558.6201171875,397,3750,1397,200,2601,300,1194,,,0,,,0,2749.989990234375,85,2749.989990234375,270,,,0
BEA,,,135.86000061035156,224,156,578,72,125,2009,105.11000061035156,28,129,348,100,110,2033,84,,,0,,,0,130.83999633789062,813,134,1429,160,120.1500015258789,2488,100,,,0,24,90,24,104.01000213623047,480,138,1283,728,104.01000213623047,1975
BER,,,684.4500122070312,,,0,200,501,710,500,,,0,100,325,244,20,,,0,,,0,388.989990234375,827,388.989990234375,5309,60,330,220,117.55000305175781,,,0,,,0,358.54998779296875,500,400,500,60,275,210
BFP,,,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0
BFR,,,1500,1,1750,1,26,1500,26,2000,152,2000,152,,,0,2539.510009765625,,,0,,,0,1999.989990234375,1,1999,2,,,0,2539.510009765625,,,0,,,0,3000,1,2900,6,,,0
BGC,,,470,20,525,60,80,380,80,475,10,475,10,100,350,200,324.989990234375,,,0,,,0,450,100,450,890,110,370,370,324.989990234375,,,0,,,0,500,20,688.8599853515625,290,74,350,74
BGO,,,2415.739990234375,39,3000,39,3,1000,3,1500,,,0,,,0,766.97998046875,,,0,,,0,1784.9300537109375,10,1900,123,3,1000,3,766.97998046875,,,0,,,0,1500,,,0,,,0
BGS,,,88306.3984375,,,0,1,60000,1,63000,,,0,,,0,88306.3984375,,,0,,,0,60000,,,0,1,60000,1,88306.3984375,,,0,,,0,88306.3984375,,,0,1,60000,1
BHP,,,2433.340087890625,23,2799.989990234375,321,7,2050.199951171875,145,2923.320068359375,2,3000,7,8,2111.340087890625,12,1500,,,0,,,0,3400.81005859375,29,3295,1359,7,2775.010009765625,137,1600,,,0,,,0,3000,4,3250,199,1,2211,52
BID,,,25000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,40000,,,0,18,40000,18,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0
BL,,,3000,,,0,6,3000,6,1750,,,0,6,2800,16,3004.719970703125,,,0,,,0,6500,,,0,12,5000,72,3004.719970703125,,,0,,,0,5000,,,0,20,5000,46
BLE,,,1500,9,1989,30,,,0,1440,27,1700,43,2,900.010009765625,14,1821.280029296875,,,0,,,0,1875,5,1950,5,3,1200,7,1821.280029296875,,,0,,,0,700,2,1100,8,20,500,20
BMF,,,21000,2,20000,5,1,16500,2,24000,1,25000,2,4,10000,4,11077.5703125,,,0,,,0,27974.66015625,2,29000,2,1,22000,5,11077.5703125,,,0,,,0,15000,,,0,3,15000,3
BND,,,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,400,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,40,600,200,,,0
BOR,,,349,64,349,106,12,170,112,300,25,300,476,10,275.0199890136719,435,117.55000305175781,,,0,,,0,400,130,400,692,20,340,640,75,729,10000,1185,50,130,250,263.6499938964844,12,344,12,100,100,100
BOS,,,5000,3,6000,3,99,5000,99,5362.5,4,5500,4,,,0,1914.6800537109375,,,0,,,0,3750,2,5000,39,,,0,1914.6800537109375,,,0,,,0,1914.6800537109375,,,0,,,0
BPT,,,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,3000,,,0,3,3000,3,2656.85009765625,,,0,,,0,3000,,,0,3,3000,3
BR1,,,500000,,,0,,,0,470000,,,0,,,0,255340.484375,,,0,,,0,625000,,,0,1,375000,1,255340.484375,,,0,,,0,450000,,,0,,,0
BR2,,,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,1,857857.75,3,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0
BRM,,,100,83,100,1158,,,0,120,128,130,496,100,90,700,51.43000030517578,150,120,150,,,0,157,100,140,596,140,100,871,40,240,100,417,400,40,400,90,200,100,1236,200,50,200
BRO,,,1150,24,1000,78,,,0,1106.3299560546875,,,0,,,0,836.489990234375,,,0,,,0,1899.989990234375,3,1899.989990234375,198,,,0,836.489990234375,,,0,,,0,1750,15,1800,77,,,0
BRP,,,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0
BRS,,,220000,,,0,1,200000,1,190000,,,0,,,0,127983.546875,,,0,,,0,167000,,,0,1,200000,1,127983.546875,,,0,,,0,193000,,,0,,,0
BSC,,,25000,32,25000,33,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0,15001,,,0,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0
BSE,475,1550,1411.1800537109375,27,1549,1240,6,1500,5888,1466.8900146484375,20,1499,130,3,1300,622,1500,,,0,2,1200,2,1143.25,4,1379.97998046875,10140,5,1250.010009765625,1779,1550,210,1550,210,7,1000,7,1454.199951171875,1050,1549,3152,1,1461.47998046875,1032
BTA,500,1600,962.3599853515625,10,999,337,50,911,406,1075.3399658203125,34,1108.989990234375,656,1,1026,271,500,,,0,,,0,942.3099975585938,6,988,630,4,882.010009765625,408,890,30,890,231,,,0,1013.989990234375,4,1079,421,5,805.010009765625,123
BTS,,,430,,,0,97,430,227,475,954,475,2888,100,310,100,100.3499984741211,,,0,,,0,499,246,499,3518,10,350,10,100.3499984741211,,,0,,,0,400,100,1500,100,50,400,50
BWH,,,5000,,,0,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0,5000,1,5000,1,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0
BWS,,,20000,,,0,3,20000,13,25000,1,24999,10,3,17944.439453125,8,8697.1298828125,,,0,,,0,26000,2,26000,3,20,21000,40,8697.1298828125,,,0,,,0,20000,,,0,,,0
C,225,,451.29998779296875,68,570,2091,18,410.010009765625,6311,409.1700134277344,20,409.1700134277344,16622,70,341,6042,350,36,350,36,,,0,336.9599914550781,89,400,5666,12,321,4217,300,112,500,112,100,300,100,331.75,42,332.989990234375,4514,15,300.010009765625,1711
CA,,,1000,,,0,100,50,100,500,10,399,179,100,300,255,1008.4000244140625,,,0,,,0,50,106,200,154,10,125,75,1008.4000244140625,,,0,,,0,100,1,250,26,10,50,10
CAF,,,600,154,655,478,30,500,150,667.0800170898438,100,734,481,10,500,270,780,,,0,,,0,582.9099731445312,422,734.989990234375,2342,46,550,285,782.97998046875,,,0,4,800,4,822.5800170898438,34,990,5422,30,700,1352
CAP,,,98.05999755859375,58,120,2368,,,0,200,86,150,86,,,0,143.9499969482422,,,0,,,0,106.81999969482422,7,106.81999969482422,250,,,0,143.9499969482422,,,0,,,0,195,5,195,315,,,0
CBL,87000,,87001,1,88000,14,7,87001,117,95000,2,91000,7,1,87001,101,43824.359375,,,0,,,0,87000,10,90000,20,100,87000,100,43824.359375,,,0,,,0,87000,5,98500,8,100,87000,100
CBM,60000,,60000,2,90000,18,10,60001,110,60000,1,70000,6,100,60000,100,29642.349609375,,,0,,,0,60000,4,61000,4,15,60000.01171875,115,29642.349609375,,,0,,,0,60000,2,65000,4,100,60000,100
CBS,,,41415.48828125,1,55000,17,5,40001,105,40000,6,46000,15,100,40000,100,17970.41015625,,,0,,,0,40000.01171875,5,68800,5,50,40000.01171875,150,17970.41015625,,,0,,,0,40000,1,50000,2,100,40000,100
CC,,,332495.9375,,,0,100,300000,100,332495.9375,,,0,100,300000,100,332495.9375,,,0,,,0,300000,,,0,100,300000,100,332495.9375,,,0,,,0,332495.9375,,,0,100,300000,100
CCD,55000,,55000,,,0,100,55000,100,55000,10,60000,11,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100
CD,,,6000,19,6000,29,,,0,12000,,,0,,,0,7735.06005859375,,,0,,,0,4500,1,1000,1,,,0,7735.06005859375,,,0,,,0,7735.06005859375,,,0,,,0
CF,,,2650,1,2750,1,,,0,2700,12,3000,12,,,0,3377.47998046875,,,0,,,0,3000,10,3400,33,28,3000,28,3377.47998046875,,,0,,,0,2000,1,4098,30,23,2000,23
CHA,,,21056.5703125,,,0,,,0,12000,,,0,,,0,21056.5703125,,,0,,,0,30000,,,0,41,12000,41,21056.5703125,,,0,,,0,12500,,,0,,,0
CL,,,2000,20,3200,20,100,2500,135,2769.85009765625,52,3000,84,100,2500,195,2212.429931640625,,,0,,,0,2433.60009765625,27,3000,239,12,2510,955,1650,53,1650,153,25,1300,25,1800.010009765625,7,3000,123,3,1800.010009765625,21
CLI,51,,122,83,122,1557,100,82,857,89.16000366210938,821,100,1808,50,60,1313,51.43000030517578,,,0,,,0,96.61000061035156,51,88,3016,600,54,1049,150,,,0,143,150,143,69,63,67,1330,100,51,100
COF,,,418.0899963378906,716,350,10164,1000,300,1000,431.82000732421875,234,414.989990234375,7171,10,333,1395,395,,,0,,,0,406.5,1374,412,24939,40,336.010009765625,460,499,4320,499,4320,33,400,116,350.07000732421875,24,354.989990234375,16981,20,340,3686
COM,,,150000,,,0,2,175000,2,300000,,,0,1,140000,1,37644.23046875,,,0,,,0,120000,,,0,3,150000,16,37644.23046875,,,0,,,0,37644.23046875,,,0,1,60000,1
COT,,,1850,2,1900,136,24,1400,55,1746.1700439453125,30,2260,135,6,1800,204,1698.0400390625,10,1500,10,,,0,1853.52001953125,40,2100,85,5,1900,144,2000,,,0,,,0,1940.3299560546875,100,1960,178,10,1600,159
CQL,,,1000000,1,1000000,1,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,1,700000,1,641697.3125,,,0,,,0,641697.3125,,,0,,,0
CQM,,,1000000,,,0,,,0,860000,1,1000000,1,,,0,486497.15625,,,0,,,0,750000,,,0,,,0,486497.15625,,,0,,,0,860000,,,0,,,0
CQS,,,780000,1,780000,1,,,0,780000,,,0,,,0,381973.59375,,,0,,,0,675000,,,0,,,0,381973.59375,,,0,,,0,780000,,,0,,,0
CQT,,,170000,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,48000,,,0,,,0
CRU,150000,,140199.15625,,,0,100,150000,100,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100
CST,,,2942.81005859375,,,0,,,0,480,,,0,,,0,2942.81005859375,,,0,,,0,106,6,50,6,,,0,2942.81005859375,,,0,,,0,2942.81005859375,3,2942,9,,,0
CTF,,,16000,,,0,3,16000,22,20218.75,6,24000,6,12,20000,12,10124.5595703125,,,0,,,0,23000,5,30000,5,3,18000,104,10124.5595703125,,,0,,,0,44000,15,50000,15,4,15000,4
CU,,,1364.260009765625,,,0,71,1000,71,1569.219970703125,30,1555.550048828125,142,,,0,560.739990234375,,,0,,,0,1690.9100341796875,54,1395,223,1,1200,282,560.739990234375,,,0,,,0,1001,8,1900,8,20,1000,40
CUO,63,,215,100,220,3288,20,200,4496,250,28,285,1219,25,175,288,63.29999923706055,,,0,,,0,299.8999938964844,86,300,586,100,236.00999450683594,630,63.29999923706055,,,0,,,0,241.14999389648438,124,550,124,200,115.01000213623047,640
DA,,,30000,9,30000,9,,,0,28000,1,28000,6,,,0,26241.5703125,,,0,,,0,44000,16,39500,50,,,0,26241.5703125,,,0,,,0,26241.5703125,1,60000,1,,,0
DCH,,,9000,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0
DCL,,,2400,,,0,,,0,3472.8798828125,,,0,,,0,3538.300048828125,,,0,,,0,2500,88,2500,88,,,0,3538.300048828125,,,0,,,0,4000,,,0,,,0
DCM,,,2700,,,0,100,1800,100,2000,2,2000,12,9,1600,45,2267.81005859375,,,0,,,0,2500,208,2500,208,,,0,2267.81005859375,,,0,,,0,2000,,,0,10,2000,10
DCS,,,400,,,0,80,400,80,1100,50,1199,130,20,900,362,861.1300048828125,,,0,,,0,1000,422,1000,422,,,0,861.1300048828125,,,0,,,0,800,,,0,,,0
DD,,,26708.400390625,,,0,,,0,26708.400390625,6,18500,7,,,0,26708.400390625,,,0,,,0,26708.400390625,2,30000,2,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0
DDT,,,2439.489990234375,16,2475,48,10,1900,24,2149.110107421875,94,2199,165,20,1900.02001953125,533,2318.090087890625,,,0,,,0,2540.43994140625,26,2475,861,30,2350,288,2318.090087890625,44,2250,44,,,0,2462.139892578125,206,2500,251,50,2400,165
DEC,,,10000,,,0,52,10000,62,10000,1,10000,1,19,8000,19,9479.2001953125,,,0,,,0,13000,4,16000,68,4,13000,108,9479.2001953125,,,0,,,0,15595.509765625,,,0,,,0
DIS,,,4500,60,4200,80,,,0,4400,,,0,,,0,5291.64013671875,,,0,,,0,4100,,,0,,,0,5291.64013671875,,,0,,,0,5000,,,0,20,1500,20
DOU,,,200000,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0
DRF,,,2000,58,1200,78,,,0,2500,,,0,,,0,3025.3798828125,,,0,,,0,4997,5,3094,261,,,0,3025.3798828125,,,0,,,0,3025.3798828125,,,0,,,0
DV,,,12329.669921875,,,0,,,0,12000,2,12000,8,,,0,12329.669921875,,,0,,,0,12329.669921875,1,20000,1,,,0,12329.669921875,,,0,,,0,12329.669921875,2,20000,2,,,0
DW,19,121,72.55000305175781,1527,73.9000015258789,43504,100,66.16000366210938,52315,66.56999969482422,1970,74,30385,200,68,11655,46,2809,68,5695,960,46,1405,62.47999954223633,4159,69.6500015258789,35901,112,50.060001373291016,188090,59.5,4350,59.5,12476,1,40,501,57.029998779296875,170,56,29946,68,53.0099983215332,98888
EDC,16000,,16000,450,16002,1230,100,16000,100,16000,1,16300,9,100,16000,100,8219.7802734375,,,0,,,0,16000.25,50,17969,65,250,16001,350,8219.7802734375,,,0,,,0,16000,1,17000,11,100,16000,100
EES,,,48741.9609375,2,90000,2,,,0,100000,1,100000,2,,,0,48741.9609375,,,0,,,0,65000,2,75000,13,,,0,48741.9609375,,,0,,,0,48741.9609375,,,0,,,0
ENG,,,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0
EPO,,,153.85000610351562,3347,155,4447,1400,100,3450,130,,,0,2000,110,11470,82.68000030517578,,,0,,,0,165.77000427246094,3100,169.99000549316406,3100,2000,125,25572,82.68000030517578,,,0,,,0,186.99000549316406,4108,183.99000549316406,4778,600,100,3208
ES,,,7000,8,6995,18,40,4000,50,5000,10,6000,20,10,4000,164,1888.1600341796875,,,0,,,0,4571.16015625,5,5000,113,7,4222.240234375,476,1888.1600341796875,,,0,,,0,6000,,,0,30,4444.43994140625,86
ETC,,,15000,7,14000,24,,,0,12000,19,12000,23,,,0,10329.26953125,,,0,,,0,10000,3,15000,3,,,0,10329.26953125,,,0,,,0,11900,,,0,,,0
EXO,,,194.33999633789062,42,194.60000610351562,1482,180,175,788,162.17999267578125,12,173,2134,50,140.8300018310547,581,150,60,170,60,,,0,185.27000427246094,50,190,2243,23,130,2851,250,38,250,247,,,0,150,94,150,773,100,140,2380
F,,,1200,,,0,10,3000,95,5000,,,0,10,3000,546,222.22000122070312,,,0,,,0,12500,,,0,10,5000,13,222.22000122070312,,,0,,,0,1200,,,0,10,3000,30
FAL,,,1000,12,1195,48,80,700,80,600,,,0,,,0,1027.9599609375,,,0,,,0,1300,33,1300,33,28,650,58,1027.9599609375,,,0,,,0,1000,3,1000,3,,,0
FAN,,,1200,5,1200,5,,,0,1000,66,1000,277,,,0,987.25,,,0,,,0,999,3,999,189,,,0,987.25,,,0,,,0,1500,5,1200,5,,,0
FC,,,2999.989990234375,1,2999.989990234375,16,,,0,3000,,,0,15,3000,40,2253.139892578125,,,0,,,0,3500,2,4000,6,,,0,2253.139892578125,,,0,,,0,2000,2,2500,2,,,0
FE,,,579.3900146484375,43,574.989990234375,389,10,500,1219,477.0199890136719,15,599.989990234375,196,12,475.010009765625,1070,404.010009765625,,,0,500,40.40999984741211,500,379.7799987792969,56,450,926,122,380,1000,400,21,400,21,,,0,420.69000244140625,230,420.69000244140625,484,20,204.00999450683594,1495
FEO,32,,126.2300033569336,76,125,1271,89,100,1574,61.84000015258789,63,65,189,57,55,969,50,,,0,,,0,34.02000045776367,84,35,3685,246,32.130001068115234,14045,41,120,40,120,,,0,86.70999908447266,131,103,2498,100,65,1856
FET,,,1700,28,1700,28,100,1000,100,2000,,,0,,,0,1614.260009765625,,,0,,,0,2000,23,2000,93,,,0,1614.260009765625,,,0,,,0,2500,,,0,,,0
FF,,,11.9399995803833,8685,13.489999771118164,118855,194,12,11400,10.979999542236328,106,10.970000267028809,235964,120,10.199999809265137,34780,14.989999771118164,9299,50,13685,14,24,14,10.569999694824219,20502,10,268961,600,9.75,68410,10,3500,10,20982,90,9.100000381469727,2190,10.979999542236328,70220,10.989999771118164,169470,100,10.75,58778
FFC,,,325000,3,325000,3,100,150000,100,315000,,,0,1,250000,101,144805.65625,,,0,,,0,325000,1,299995,2,100,150000,100,144805.65625,,,0,,,0,325000,1,1000000,1,100,150000,100
FIM,,,1581.1800537109375,638,1777.77001953125,638,16,750,16,2255.06005859375,6,2500,6,100,1600,590,909.9500122070312,,,0,,,0,2709.97998046875,,,0,100,1800,4002,850,,,0,,,0,1389.949951171875,12,1650,612,180,1205.02001953125,3558
FIR,,,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,1,975000,1,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0
FLO,,,15000,,,0,,,0,8000,,,0,,,0,10184.8095703125,,,0,,,0,20000,1,14900,13,,,0,10184.8095703125,,,0,,,0,10184.8095703125,1,20000,1,,,0
FLP,,,350,24,800,28,,,0,375,,,0,24,375,24,312.0899963378906,,,0,,,0,350,12,400,24,,,0,312.0899963378906,,,0,,,0,400,5,400,15,,,0
FLX,,,179.89999389648438,405,170,1761,30,141.00999450683594,1263,177.91000366210938,448,175,3310,100,110,1960,75,52,75,62,,,0,107.86000061035156,1654,108,16836,100,99.5,4820,80,100,80,449,,,0,110,165,109.9000015258789,2170,50,75.01000213623047,2051
FOD,,,135.4199981689453,300,250,1062,100,150,282,157.99000549316406,235,160,235,80,110.55999755859375,384,170.30999755859375,,,0,,,0,222,32,222,32,,,0,170.30999755859375,,,0,,,0,297.9599914550781,16,250.5800018310547,16,,,0
